Date,GOL,CVC,WEGE,MGLU,TOTS,BOVA
2015-01-02,14.989999771118164,15.199999809265137,11.846199989318848,0.23281200230121613,35.73210144042969,47.2599983215332
2015-01-05,14.850000381469727,15.0,11.926899909973145,0.237186998128891,34.63420104980469,46.31999969482422
2015-01-06,15.210000038146973,14.800000190734863,11.75,0.23406200110912323,32.468299865722656,46.58000183105469
2015-01-07,14.550000190734863,14.670000076293945,11.615400314331055,0.24187499284744263,32.23870086669922,48.150001525878906
2015-01-08,14.270000457763672,14.149999618530273,11.81149959564209,0.23999999463558197,32.987300872802734,48.5099983215332
2015-01-09,14.050000190734863,14.0,11.757699966430664,0.2318750023841858,32.64799880981445,47.529998779296875
2015-01-12,14.25,13.449999809265137,11.692299842834473,0.234375,34.63420104980469,46.83000183105469
2015-01-13,13.6899995803833,13.890000343322754,11.734600067138672,0.2318750023841858,33.436500549316406,46.63999938964844
2015-01-14,13.779999732971191,13.770000457763672,11.923100471496582,0.22812500596046448,33.1869010925293,46.47999954223633
2015-01-15,14.050000190734863,14.0,11.923100471496582,0.22750000655651093,32.53820037841797,47.0
2015-01-16,14.329999923706055,14.170000076293945,11.923100471496582,0.22937500476837158,34.93360137939453,47.599998474121094
2015-01-19,13.579999923706055,14.350000381469727,11.984600067138672,0.22812500596046448,32.21879959106445,46.310001373291016
2015-01-20,13.069999694824219,14.0,12.134599685668945,0.21875,33.137001037597656,46.52000045776367
2015-01-21,12.9399995803833,14.100000381469727,12.003800392150879,0.2203119993209839,34.93360137939453,47.810001373291016
2015-01-22,13.510000228881836,14.289999961853027,12.103799819946289,0.21937499940395355,34.90370178222656,48.119998931884766
2015-01-23,13.25,14.34000015258789,12.246199607849121,0.2203119993209839,34.434600830078125,47.29999923706055
2015-01-26,12.6899995803833,13.949999809265137,12.100000381469727,0.21875,33.73590087890625,47.189998626708984
2015-01-27,12.550000190734863,13.699999809265137,12.303799629211426,0.21250000596046448,33.386600494384766,47.34000015258789
2015-01-28,12.180000305175781,13.199999809265137,12.423100471496582,0.20656199753284454,34.185001373291016,46.33000183105469
2015-01-29,12.84000015258789,13.199999809265137,12.703800201416016,0.21406200528144836,32.88750076293945,46.380001068115234
2015-01-30,12.220000267028809,12.619999885559082,12.338500022888184,0.21250000596046448,33.50630187988281,45.61000061035156
2015-02-02,11.75,12.800000190734863,12.66919994354248,0.21375000476837158,33.93550109863281,46.27000045776367
2015-02-03,11.649999618530273,13.699999809265137,12.569199562072754,0.20499999821186066,35.51250076293945,47.63999938964844
2015-02-04,11.90999984741211,13.359999656677246,12.630800247192383,0.20281200110912323,35.18320083618164,47.77000045776367
2015-02-05,11.75,13.699999809265137,12.596199989318848,0.20000000298023224,36.231201171875,47.880001068115234
2015-02-06,10.949999809265137,14.350000381469727,12.569199562072754,0.190311998128891,36.43080139160156,47.29999923706055
2015-02-09,10.6899995803833,14.649999618530273,12.588500022888184,0.18843699991703033,37.009700775146484,47.91999816894531
2015-02-10,10.819999694824219,14.5,12.91919994354248,0.19187499582767487,36.75019836425781,47.15999984741211
2015-02-11,10.449999809265137,14.550000190734863,12.826899528503418,0.18125000596046448,35.92169952392578,46.95000076293945
2015-02-12,10.9399995803833,14.550000190734863,12.680800437927246,0.18437500298023224,36.07149887084961,48.130001068115234
2015-02-13,10.800000190734863,14.899999618530273,12.476900100708008,0.190311998128891,36.530601501464844,49.38999938964844
2015-02-18,10.869999885559082,14.649999618530273,12.46150016784668,0.1912499964237213,37.029598236083984,49.90999984741211
2015-02-19,10.800000190734863,14.649999618530273,12.692299842834473,0.19875000417232513,36.979698181152344,49.79999923706055
2015-02-20,10.899999618530273,14.600000381469727,12.5,0.19843700528144836,36.11140060424805,49.84000015258789
2015-02-23,10.510000228881836,14.300000190734863,12.442299842834473,0.2006250023841858,36.061500549316406,49.79999923706055
2015-02-24,10.869999885559082,14.350000381469727,12.5,0.20624999701976776,36.4807014465332,50.40999984741211
2015-02-25,10.649999618530273,14.460000038146973,12.192299842834473,0.20125000178813934,36.580501556396484,50.36000061035156
2015-02-26,10.5,14.34000015258789,12.14229965209961,0.2056249976158142,36.17129898071289,50.310001373291016
2015-02-27,10.050000190734863,14.289999961853027,11.761500358581543,0.1890619993209839,34.63420104980469,50.0099983215332
2015-03-02,9.65999984741211,14.170000076293945,11.953800201416016,0.1899999976158142,33.995399475097656,49.59000015258789
2015-03-03,9.640000343322754,14.100000381469727,12.192299842834473,0.1837500035762787,33.93550109863281,49.83000183105469
2015-03-04,9.550000190734863,14.289999961853027,12.173100471496582,0.1734369993209839,33.436500549316406,49.06999969482422
2015-03-05,9.359999656677246,14.239999771118164,12.03849983215332,0.17156200110912323,34.12519836425781,48.95000076293945
2015-03-06,9.119999885559082,14.149999618530273,12.100000381469727,0.1665620058774948,33.6161003112793,48.54999923706055
2015-03-09,8.800000190734863,13.680000305175781,11.946200370788574,0.15843699872493744,33.6161003112793,47.75
2015-03-10,8.630000114440918,13.899999618530273,11.807700157165527,0.1653120070695877,33.21689987182617,46.95000076293945
2015-03-11,9.34000015258789,13.850000381469727,11.973099708557129,0.1640619933605194,33.21689987182617,47.52000045776367
2015-03-12,8.699999809265137,14.0,12.173100471496582,0.171875,33.63610076904297,47.45000076293945
2015-03-13,8.34000015258789,13.699999809265137,12.115400314331055,0.16437500715255737,32.977298736572266,47.209999084472656
2015-03-16,8.180000305175781,13.489999771118164,11.807700157165527,0.15937499701976776,33.286800384521484,47.380001068115234
2015-03-17,8.279999732971191,13.5,11.842300415039062,0.1574999988079071,33.037200927734375,48.91999816894531
2015-03-18,8.350000381469727,13.850000381469727,12.015399932861328,0.15593700110912323,34.185001373291016,50.099998474121094
2015-03-19,8.3100004196167,14.149999618530273,11.9576997756958,0.159061998128891,34.534400939941406,49.54999923706055
2015-03-20,8.800000190734863,14.0,12.073100090026855,0.15968699753284454,34.424598693847656,50.31999969482422
2015-03-23,9.25,13.899999618530273,11.865400314331055,0.15968699753284454,34.93360137939453,50.43000030517578
2015-03-24,8.850000381469727,13.600000381469727,11.826899528503418,0.15843699872493744,34.83380126953125,50.040000915527344
2015-03-25,8.670000076293945,14.25,11.911499977111816,0.15625,34.893699645996094,50.290000915527344
2015-03-26,8.260000228881836,14.100000381469727,11.696200370788574,0.15562500059604645,34.93360137939453,49.11000061035156
2015-03-27,8.109999656677246,14.100000381469727,11.91919994354248,0.15468700230121613,35.31290054321289,48.65999984741211
2015-03-30,8.210000038146973,13.5600004196167,12.246199607849121,0.1574999988079071,35.17319869995117,49.81999969482422
2015-03-31,7.820000171661377,14.149999618530273,12.230799674987793,0.159061998128891,36.730201721191406,49.5
2015-04-01,7.409999847412109,14.149999618530273,12.43850040435791,0.16374999284744263,35.83190155029297,50.79999923706055
2015-04-02,7.619999885559082,14.25,12.430800437927246,0.171875,36.83000183105469,51.5
2015-04-06,7.75,14.850000381469727,12.46150016784668,0.17156200110912323,36.83000183105469,52.099998474121094
2015-04-07,8.0,14.720000267028809,12.515399932861328,0.16968700289726257,36.4807014465332,52.20000076293945
2015-04-08,8.15999984741211,15.600000381469727,12.5,0.15812499821186066,36.51060104370117,52.220001220703125
2015-04-09,7.940000057220459,16.239999771118164,12.338500022888184,0.15656200051307678,36.28110122680664,52.27000045776367
2015-04-10,7.900000095367432,15.850000381469727,12.399999618530273,0.15843699872493744,36.16130065917969,52.650001525878906
