Date,AMBEV,ODONTOPREV,VIVO,PETROBRAS,BBRASIL,BOVA
2015-01-02,16.020000457763672,9.369999885559082,37.81999969482422,9.0,22.649999618530273,47.2599983215332
2015-01-05,15.729999542236328,9.619999885559082,37.06999969482422,8.270000457763672,22.18000030517578,46.31999969482422
2015-01-06,16.329999923706055,9.550000190734863,36.150001525878906,8.0600004196167,22.489999771118164,46.58000183105469
2015-01-07,16.559999465942383,9.6899995803833,37.38999938964844,8.449999809265137,23.479999542236328,48.150001525878906
2015-01-08,16.540000915527344,9.65999984741211,38.90999984741211,9.020000457763672,23.559999465942383,48.5099983215332
2015-01-09,16.5,9.869999885559082,38.290000915527344,9.289999961853027,22.540000915527344,47.529998779296875
2015-01-12,16.709999084472656,9.800000190734863,38.349998474121094,8.770000457763672,22.149999618530273,46.83000183105469
2015-01-13,16.709999084472656,10.069999694824219,39.369998931884766,8.829999923706055,22.020000457763672,46.63999938964844
2015-01-14,16.760000228881836,9.949999809265137,39.810001373291016,8.5,22.18000030517578,46.47999954223633
2015-01-15,16.790000915527344,9.65999984741211,40.5,9.25,22.040000915527344,47.0
2015-01-16,16.90999984741211,10.100000381469727,41.29999923706055,9.229999542236328,22.299999237060547,47.599998474121094
2015-01-19,16.600000381469727,10.300000190734863,41.0,8.880000114440918,22.200000762939453,46.310001373291016
2015-01-20,16.899999618530273,10.510000228881836,41.9900016784668,8.890000343322754,22.100000381469727,46.52000045776367
2015-01-21,17.09000015258789,10.75,43.29999923706055,9.460000038146973,22.65999984741211,47.810001373291016
2015-01-22,17.280000686645508,10.350000381469727,42.900001525878906,9.8100004196167,22.850000381469727,48.119998931884766
2015-01-23,17.030000686645508,10.100000381469727,42.97999954223633,9.520000457763672,22.790000915527344,47.29999923706055
2015-01-26,16.989999771118164,10.149999618530273,41.970001220703125,9.539999961853027,22.530000686645508,47.189998626708984
2015-01-27,16.959999084472656,10.300000190734863,41.400001525878906,9.640000343322754,23.0,47.34000015258789
2015-01-28,17.030000686645508,10.399999618530273,42.34000015258789,8.630000114440918,22.010000228881836,46.33000183105469
2015-01-29,17.65999984741211,10.380000114440918,41.7599983215332,8.470000267028809,21.549999237060547,46.380001068115234
2015-01-30,17.690000534057617,10.350000381469727,41.0,8.039999961853027,20.65999984741211,45.61000061035156
2015-02-02,17.489999771118164,10.520000457763672,41.47999954223633,8.569999694824219,20.200000762939453,46.27000045776367
2015-02-03,17.549999237060547,10.550000190734863,42.470001220703125,9.789999961853027,20.850000381469727,47.63999938964844
2015-02-04,17.34000015258789,10.640000343322754,42.79999923706055,9.899999618530273,22.299999237060547,47.77000045776367
2015-02-05,17.739999771118164,10.600000381469727,43.4900016784668,9.65999984741211,22.790000915527344,47.880001068115234
2015-02-06,17.90999984741211,10.640000343322754,42.529998779296875,9.029999732971191,21.899999618530273,47.29999923706055
2015-02-09,18.170000076293945,10.40999984741211,41.5,9.199999809265137,22.459999084472656,47.91999816894531
2015-02-10,18.040000915527344,10.25,42.54999923706055,8.829999923706055,21.709999084472656,47.15999984741211
2015-02-11,18.040000915527344,10.0,40.959999084472656,8.850000381469727,21.950000762939453,46.95000076293945
2015-02-12,18.09000015258789,10.050000190734863,43.0,9.369999885559082,23.110000610351562,48.130001068115234
2015-02-13,18.0,10.0,43.88999938964844,9.779999732971191,24.600000381469727,49.38999938964844
2015-02-18,18.200000762939453,10.109999656677246,44.5,9.949999809265137,23.950000762939453,49.90999984741211
2015-02-19,18.229999542236328,10.149999618530273,43.7400016784668,9.640000343322754,24.350000381469727,49.79999923706055
2015-02-20,18.170000076293945,10.109999656677246,43.5,9.539999961853027,23.969999313354492,49.84000015258789
2015-02-23,18.479999542236328,10.100000381469727,43.18000030517578,9.380000114440918,23.8799991607666,49.79999923706055
2015-02-24,18.479999542236328,10.109999656677246,43.70000076293945,9.739999771118164,23.649999618530273,50.40999984741211
2015-02-25,18.25,10.130000114440918,43.209999084472656,9.300000190734863,23.149999618530273,50.36000061035156
2015-02-26,18.489999771118164,10.489999771118164,41.810001373291016,9.199999809265137,23.010000228881836,50.310001373291016
2015-02-27,18.309999465942383,10.470000267028809,43.5,9.479999542236328,23.719999313354492,50.0099983215332
2015-03-02,18.100000381469727,10.680000305175781,43.0,9.279999732971191,23.670000076293945,49.59000015258789
2015-03-03,18.43000030517578,10.710000038146973,41.77000045776367,9.510000228881836,23.6299991607666,49.83000183105469
2015-03-04,18.309999465942383,10.989999771118164,40.20000076293945,9.149999618530273,22.440000534057617,49.06999969482422
2015-03-05,18.360000610351562,10.699999809265137,40.599998474121094,9.210000038146973,22.540000915527344,48.95000076293945
2015-03-06,18.229999542236328,10.600000381469727,41.0,9.09000015258789,22.0,48.54999923706055
2015-03-09,18.239999771118164,10.449999809265137,40.400001525878906,8.789999961853027,21.139999389648438,47.75
2015-03-10,17.700000762939453,10.619999885559082,40.459999084472656,8.319999694824219,21.270000457763672,46.95000076293945
2015-03-11,18.139999389648438,10.720000267028809,41.09000015258789,8.470000267028809,21.610000610351562,47.52000045776367
2015-03-12,18.040000915527344,10.979999542236328,42.0,8.279999732971191,21.899999618530273,47.45000076293945
2015-03-13,18.139999389648438,11.029999732971191,42.470001220703125,8.149999618530273,21.3700008392334,47.209999084472656
2015-03-16,18.0,10.890000343322754,42.0,8.25,21.3700008392334,47.380001068115234
2015-03-17,18.170000076293945,10.739999771118164,42.150001525878906,8.710000038146973,22.450000762939453,48.91999816894531
2015-03-18,18.43000030517578,10.850000381469727,42.88999938964844,9.09000015258789,24.040000915527344,50.099998474121094
2015-03-19,18.5,10.739999771118164,41.59000015258789,8.6899995803833,22.969999313354492,49.54999923706055
2015-03-20,18.670000076293945,10.850000381469727,40.599998474121094,9.15999984741211,23.940000534057617,50.31999969482422
2015-03-23,18.84000015258789,10.869999885559082,39.75,9.220000267028809,23.959999084472656,50.43000030517578
2015-03-24,18.649999618530273,11.050000190734863,40.31999969482422,9.239999771118164,23.530000686645508,50.040000915527344
2015-03-25,18.420000076293945,11.279999732971191,40.970001220703125,9.720000267028809,22.989999771118164,50.290000915527344
2015-03-26,18.079999923706055,11.0,39.5,9.229999542236328,22.09000015258789,49.11000061035156
2015-03-27,18.280000686645508,10.619999885559082,39.06999969482422,9.220000267028809,22.15999984741211,48.65999984741211
2015-03-30,18.649999618530273,10.880000114440918,39.709999084472656,9.59000015258789,22.81999969482422,49.81999969482422
2015-03-31,18.479999542236328,10.899999618530273,40.72999954223633,9.579999923706055,22.90999984741211,49.5
2015-04-01,18.950000762939453,11.050000190734863,40.4900016784668,10.079999923706055,23.770000457763672,50.79999923706055
2015-04-02,18.850000381469727,11.09000015258789,40.689998626708984,10.600000381469727,24.600000381469727,51.5
2015-04-06,19.239999771118164,11.399999618530273,40.0,10.579999923706055,25.479999542236328,52.099998474121094
2015-04-07,19.440000534057617,11.210000038146973,38.7599983215332,10.829999923706055,24.68000030517578,52.20000076293945
2015-04-08,19.43000030517578,10.850000381469727,39.0099983215332,10.5600004196167,24.350000381469727,52.220001220703125
2015-04-09,19.329999923706055,10.829999923706055,39.5,11.539999961853027,23.459999084472656,52.27000045776367
2015-04-10,19.520000457763672,10.699999809265137,39.25,11.829999923706055,24.299999237060547,52.650001525878906
2015-04-13,19.40999984741211,10.5,39.20000076293945,12.420000076293945,24.25,52.61000061035156
2015-04-14,19.1200008392334,10.819999694824219,38.400001525878906,12.449999809265137,24.06999969482422,52.529998779296875
2015-04-15,19.139999389648438,10.760000228881836,38.5,13.430000305175781,25.030000686645508,53.25
2015-04-16,19.100000381469727,10.609999656677246,39.0,13.069999694824219,25.790000915527344,53.029998779296875
2015-04-17,19.06999969482422,10.699999809265137,38.75,13.270000457763672,24.549999237060547,52.45000076293945
2015-04-20,18.889999389648438,10.510000228881836,39.529998779296875,13.239999771118164,24.43000030517578,52.2400016784668
2015-04-22,18.959999084472656,10.619999885559082,40.5,13.3100004196167,25.420000076293945,53.029998779296875
2015-04-23,18.860000610351562,10.8100004196167,41.0,14.0600004196167,26.290000915527344,54.040000915527344
2015-04-24,18.93000030517578,10.75,40.689998626708984,14.699999809265137,27.190000534057617,54.97999954223633
2015-04-27,18.799999237060547,10.899999618530273,40.75,13.630000114440918,26.399999618530273,53.959999084472656
2015-04-28,18.899999618530273,10.75,41.9900016784668,13.630000114440918,26.5,54.20000076293945
2015-04-29,18.850000381469727,10.539999961853027,41.400001525878906,13.729999542236328,26.0,53.68000030517578
2015-04-30,18.950000762939453,10.510000228881836,42.0,14.25,26.6200008392334,54.619998931884766
